name;last_name;birth_date;id;city;town;symptoms;description;status;date_of_admission
Luján;Ruvalcaba;5/07/1920;23797428105;Guatemala;Chuarrancho;Fiebre, Tos seca, Escalofríos y dolores corporales;La Gomera, Guatemala;Sospechoso;21/03/2020
Malka;Alanis;17/09/1921;26193696111;Jutiapa;Conguaco;Fiebre, Cansancio;Santiago de María, El Salvador;Recuperado;3/04/2020
Obadia;Pacheco;12/06/1972;24144909101;El Progreso;San Antonio La Paz;Fiebre, Dificultad respiratoria;Los Angeles, Estados Unidos;Recuperado;22/04/2020
Senaida;Valdivia;23/06/1964;2523368653;Quetzaltenango;Cantel;Fiebre, Dificultad respiratoria;Valladolid, España;Sospechoso;13/03/2020
Mora;Blanco;14/03/1988;2960761672;Suchitepéquez;San José El Ídolo;Fiebre, Cansancio;Boca de Parita, Panama;Recuperado;2/04/2020
Iberio;Romero;12/02/1952;208844271210;Guatemala;Mixco;Fiebre, Cansancio, Escalofríos y dolores corporales;Soloma, Guatemala;Confirmado;25/03/2020
Namuncurá;Gutiérrez;14/10/1950;29592336194;San Marcos;Ixchiguán;Fiebre, Tos seca;Messina, Italia;Confirmado;29/03/2020
Esculapio;Esquibel;14/05/1923;2707052469;Petén;San Benito;Fiebre, Cansancio, Escalofríos y dolores corporales;Verona, Italia;Confirmado;26/04/2020
Saraid;Amador;12/12/1941;2068012717;Alta Verapaz;Cobán;Fiebre, Cansancio;Fort Worth, Estados Unidos;Recuperado;16/04/2020
Lauren;Duarte;17/06/1971;2799192862;San Marcos;Malacatán;Fiebre, Cansancio, Escalofríos y dolores corporales;Torino, Italia;Confirmado;30/04/2020
Ariano;Palomo;23/08/2011;21129294219;Escuintla;Tiquisate;Fiebre, Dificultad respiratoria;Oceanside, Estados Unidos;Sospechoso;9/04/2020
Jalil;Aranda;17/10/1927;208811091110;Guatemala;Villa Nueva;Fiebre, Dificultad respiratoria;Huntington, Estados Unidos;Confirmado;7/05/2020
Hippolyte;Adame;1/04/2015;23154431206;Sololá;Sololá;Fiebre, Cansancio;Pasadena, Estados Unidos;Recuperado;23/04/2020
Damián;Puente;24/08/1948;2227427528;Sololá;Concepción;Fiebre, Tos seca, Escalofríos y dolores corporales;Santa Clara, Mexico;Confirmado;9/04/2020
Cecilio;Gastelum;28/10/2018;2819878478;Guatemala;Villa Nueva;Fiebre, Tos seca, Escalofríos y dolores corporales;Buenavista, Mexico;Confirmado;15/03/2020
Recaredo;Ávalos;10/03/1992;21646249228;Escuintla;San José;Fiebre, Dificultad respiratoria;Columbus, Estados Unidos;Confirmado;25/03/2020
Tulio;Franco;2/10/1998;26559239189;Escuintla;Iztapa;Fiebre, Cansancio;Tampa, Estados Unidos;Recuperado;5/04/2020
Dustin;Lucero;7/03/1923;293872641110;Quiché;Sacapulas;Fiebre, Cansancio;Washington, Estados Unidos;Sospechoso;6/05/2020
Louisa;Cotto;21/07/1929;21515167104;Huehuetenango;Cuilco;Fiebre, Dificultad respiratoria;Billings, Estados Unidos;Recuperado;22/03/2020
Teodolinda;Ocasio;19/07/1920;19717705148;Guatemala;Guatemala;Fiebre, Tos seca;Independencia, Mexico;Sospechoso;5/04/2020
Heráclito;Saldivar;24/06/2003;19729844124;Alta Verapaz;San Cristóbal Verapaz;Fiebre, Tos seca;Philadelphia, Estados Unidos;Confirmado;11/04/2020
Príamo;Rosado;11/02/1995;2836567183;Escuintla;Tiquisate;Fiebre, Dificultad respiratoria;Roma, Italia;Sospechoso;13/04/2020
Carissa;Loera;16/04/1978;24095197128;Alta Verapaz;Tamahú;Fiebre, Tos seca, Escalofríos y dolores corporales;Chitré, Panama;Recuperado;8/05/2020
Menelao;Cortés;2/08/1922;26961811212;Quetzaltenango;San Carlos Sija;Fiebre, Cansancio, Escalofríos y dolores corporales;Araulí, Honduras;Confirmado;1/05/2020
Carol;Montanez;29/10/1978;2748092248;San Marcos;San Marcos;Fiebre, Dificultad respiratoria;San Lucas Sacatepéquez, Guatemala;Confirmado;29/03/2020
Amón;Quintana;24/02/1928;2991294065;Escuintla;Palín;Fiebre, Cansancio;Sacramento, Estados Unidos;Recuperado;25/03/2020
Marina;Aragón;21/07/1928;19471358188;Sololá;Sololá;Fiebre, Tos seca;Anchorage, Estados Unidos;Sospechoso;12/04/2020
James;Cadena;17/11/1962;21847918198;Guatemala;Fraijanes;Fiebre, Tos seca;Yaviza, Panama;Confirmado;28/03/2020
Vanina;Gracia;10/06/1944;247639881010;San Marcos;Comitancillo;Fiebre, Tos seca;Castellon De La Plana/Castello De La Pla, España;Sospechoso;16/03/2020
Yoana;Cruz;25/04/1949;2927034596;Quiché;Chicamán;Fiebre, Tos seca;Puerto Cabezas, Nicaragua;Confirmado;12/04/2020
Clío;Puga;17/04/1987;2254241751;Zacapa;Estanzuela;Fiebre, Dificultad respiratoria;Venezia, Italia;Recuperado;8/05/2020
Gad;Ontiveros;17/10/1996;20837523196;Guatemala;Villa Nueva;Fiebre, Cansancio;Las Flores, Mexico;Confirmado;8/04/2020
Renaldo;Cabán;3/08/1961;2646777243;Sololá;San Antonio Palopó;Fiebre, Cansancio;San Juan Sacatepéquez, Guatemala;Sospechoso;23/04/2020
Marcio;Hernandes;4/05/1988;23283717210;Escuintla;San José;Fiebre, Cansancio;Orange, Estados Unidos;Recuperado;23/04/2020
Manque;Barela;7/09/1979;2582057026;Escuintla;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;Nashville, Estados Unidos;Recuperado;10/04/2020
Marina;Escamilla;15/09/1929;27555663201;Quetzaltenango;Almolonga;Fiebre, Dificultad respiratoria;Roanoke, Estados Unidos;Sospechoso;20/03/2020
Gaby;Santiago;15/08/2018;25973504178;Quetzaltenango;Almolonga;Fiebre, Tos seca, Escalofríos y dolores corporales;San José, Guatemala;Sospechoso;22/04/2020
Ursina;Ayala;18/09/1936;22938533128;San Marcos;Catarina;Fiebre, Cansancio;Ciudad Vieja, Guatemala;Sospechoso;25/04/2020
Florentina;Madrigal;13/08/1984;2068395867;Zacapa;Usumatlán;Fiebre, Dificultad respiratoria;Fresno, Estados Unidos;Recuperado;3/05/2020
Argenta;Crespo;23/06/1953;28808909206;San Marcos;San Marcos;Fiebre, Tos seca, Escalofríos y dolores corporales;Daytona Beach, Estados Unidos;Recuperado;12/04/2020
Mailin;Ortega;14/03/2014;2991982859;San Marcos;Malacatán;Fiebre, Cansancio, Escalofríos y dolores corporales;Trieste, Italia;Recuperado;3/05/2020
Muriel;Rentería;15/07/1962;2360383545;Quetzaltenango;Salcajá;Fiebre, Tos seca;Napoli, Italia;Sospechoso;29/03/2020
Galileo;Ballesteros;10/03/1945;1979226711;San Marcos;Comitancillo;Fiebre, Tos seca, Escalofríos y dolores corporales;Katy, Estados Unidos;Recuperado;17/03/2020
Cassandre;Jimínez;26/11/1987;29905860106;Santa Rosa;Guazacapán;Fiebre, Cansancio, Escalofríos y dolores corporales;Potrero Grande, Panama;Sospechoso;26/03/2020
Huberto;Domínguez;2/04/1927;29249743173;Santa Rosa;Chiquimulilla;Fiebre, Tos seca, Escalofríos y dolores corporales;Azacualpa, Honduras;Recuperado;6/05/2020
Abele;Rosas;18/06/1971;26393385176;Sololá;San Antonio Palopó;Fiebre, Tos seca, Escalofríos y dolores corporales;Chisec, Guatemala;Sospechoso;24/04/2020
Marciano;Madera;16/12/1965;20965084107;Guatemala;Guatemala;Fiebre, Dificultad respiratoria;Los Angeles, Estados Unidos;Recuperado;5/04/2020
Recaredo;Paredes;27/01/1977;19999126228;Sololá;San Antonio Palopó;Fiebre, Tos seca;Bakersfield, Estados Unidos;Confirmado;30/04/2020
Alfonsina;Laureano;19/03/1951;20860359810;Guatemala;Palencia;Fiebre, Dificultad respiratoria;Jiquilillo, Nicaragua;Confirmado;25/03/2020
Violette;Medina;20/02/1984;244796361210;Sololá;Nahualá;Fiebre, Dificultad respiratoria;San Diego, Estados Unidos;Sospechoso;2/05/2020
Karumanta;Galindo;28/04/2008;26131191129;Suchitepéquez;San Francisco Zapotitlán;Fiebre, Tos seca;Madrid, España;Confirmado;20/04/2020
Ceadas;Casares;27/12/1991;24021659128;Quetzaltenango;Salcajá;Fiebre, Tos seca, Escalofríos y dolores corporales;Magisterial, Mexico;Confirmado;10/04/2020
Justa;Ojeda;6/05/2015;22001609141;San Marcos;Comitancillo;Fiebre, Dificultad respiratoria;La Concepcion, Mexico;Recuperado;24/03/2020
Trix;Villa;13/11/1928;2554735156;San Marcos;San Marcos;Fiebre, Dificultad respiratoria;Yarumela, Honduras;Recuperado;14/03/2020
Douglas;Cerda;5/04/1935;20297637410;El Progreso;San Antonio La Paz;Fiebre, Dificultad respiratoria;Las Americas, Mexico;Sospechoso;25/04/2020
Ignacio;Cedillo;7/10/1997;2079870395;Guatemala;Fraijanes;Fiebre, Dificultad respiratoria;Ipís, Costa Rica;Confirmado;4/05/2020
Edipo;Naranjo;2/10/2007;27525423143;Izabal;El Estor;Fiebre, Cansancio;Annapolis, Estados Unidos;Confirmado;24/04/2020
Jacint;Escobedo;13/09/2013;29391677131;Zacapa;Estanzuela;Fiebre, Tos seca;Bluefields, Nicaragua;Sospechoso;2/04/2020
Jacinto;Godínez;13/10/1964;2767612773;Petén;Santa Ana;Fiebre, Cansancio, Escalofríos y dolores corporales;Moyogalpa, Nicaragua;Confirmado;15/03/2020
Haide;Uribe;6/11/1951;21225080158;San Marcos;Ayutla;Fiebre, Tos seca;Victoria, El Salvador;Confirmado;18/03/2020
Orquídea;Monroy;24/04/1999;2640176365;Huehuetenango;Jacaltenango;Fiebre, Tos seca;Alajuela, Costa Rica;Confirmado;2/05/2020
Dyonis;Covarrubias;21/06/1954;2410035488;Baja Verapaz;Purulhá;Fiebre, Cansancio, Escalofríos y dolores corporales;Roanoke, Estados Unidos;Sospechoso;4/05/2020
Deyanira;Paz;2/11/1998;25087200179;Guatemala;Guatemala;Fiebre, Cansancio;La Libertad, Mexico;Sospechoso;15/04/2020
Randall;Valadez;31/12/1921;19745437204;Huehuetenango;La Libertad;Fiebre, Tos seca, Escalofríos y dolores corporales;Apopa, El Salvador;Sospechoso;15/03/2020
Almudena;Santacruz;2/05/1984;26800988148;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;El Congo, El Salvador;Confirmado;26/04/2020
Clodomiro;Laureano;30/04/1972;239420002110;Guatemala;Guatemala;Fiebre, Tos seca;Inglewood, Estados Unidos;Sospechoso;27/03/2020
Cosette;Tamez;18/11/1950;22205816131;Guatemala;Chinautla;Fiebre, Cansancio, Escalofríos y dolores corporales;Port Washington, Estados Unidos;Sospechoso;19/03/2020
Renato;Rosado;11/07/1986;1989532026;Jalapa;Mataquescuintla;Fiebre, Dificultad respiratoria;Amapala, Honduras;Recuperado;9/04/2020
Cochi;Fernández;12/10/1949;29479618226;Escuintla;Palín;Fiebre, Tos seca;Zaragoza, Mexico;Sospechoso;27/03/2020
Scarlett;Gil;27/09/1931;29192600166;Quiché;Sacapulas;Fiebre, Cansancio, Escalofríos y dolores corporales;San Nicolás, Honduras;Confirmado;1/05/2020
Quintilio;Valencia;24/07/1990;28001497191;Escuintla;San José;Fiebre, Tos seca;Valle San Francisco, Nicaragua;Confirmado;22/03/2020
Nerina;Vasquez;9/05/1987;215622731710;San Marcos;Comitancillo;Fiebre, Cansancio, Escalofríos y dolores corporales;Lazaro Cardenas, Mexico;Sospechoso;6/04/2020
Isaura;Baez;10/10/1994;2153155429;Retalhuleu;Retalhuleu;Fiebre, Tos seca;Waterbury, Estados Unidos;Confirmado;5/05/2020
Selva;Merino;27/04/2005;24731006174;Totonicapán;Momostenango;Fiebre, Cansancio;Reno, Estados Unidos;Confirmado;21/03/2020
Giancarlo;Otero;22/08/1952;25583175178;Jalapa;San Luis Jilotepeque;Fiebre, Dificultad respiratoria;Orlando, Estados Unidos;Recuperado;18/04/2020
Emiliana;González;1/05/1944;20530003171;Zacapa;Cabañas;Fiebre, Cansancio;Capira, Panama;Confirmado;23/04/2020
Styalianos;Valdés;26/01/1981;28210742147;San Marcos;Catarina;Fiebre, Dificultad respiratoria;Santa Lucía Cotzumalguapa, Guatemala;Recuperado;17/04/2020
Ariadna;Madrid;22/10/1990;2470297812;Sololá;San Antonio Palopó;Fiebre, Dificultad respiratoria;Atlanta, Estados Unidos;Sospechoso;9/04/2020
Endike;Melgar;23/03/1940;2897652032;Chiquimula;Chiquimula;Fiebre, Tos seca, Escalofríos y dolores corporales;Turrialba, Costa Rica;Confirmado;26/04/2020
Juliano;Negrete;20/07/1965;27473776229;Escuintla;San José;Fiebre, Tos seca;San Andrés, Panama;Sospechoso;1/04/2020
Sacha;Montemayor;18/11/1978;23077043204;San Marcos;Ayutla;Fiebre, Tos seca, Escalofríos y dolores corporales;Florida, Honduras;Sospechoso;26/03/2020
Elvio;Cervantes;12/11/1946;2467009272;Suchitepéquez;San José El Ídolo;Fiebre, Dificultad respiratoria;Zamora, España;Recuperado;13/03/2020
Paskasi;Maestas;27/03/1984;2188923845;Quiché;Pachalum;Fiebre, Tos seca, Escalofríos y dolores corporales;Orlando, Estados Unidos;Sospechoso;26/04/2020
Natividad;Viera;30/06/1976;22199333214;Quetzaltenango;Almolonga;Fiebre, Dificultad respiratoria;Guanajuato, Mexico;Sospechoso;29/03/2020
Hygin;Hernández;15/08/2008;2493353524; Quetzaltenango; Almolonga;Fiebre, Cansancio;Phoenix, Estados Unidos;Sospechoso;15/04/2020
Jon;Pulido;26/01/2020;20333537206;Jalapa;San Luis Jilotepeque;Fiebre, Tos seca;Revolucion Verde, Mexico;Sospechoso;8/05/2020
Mustafá;Alcaraz;8/04/1939;2201409677;San Marcos;Comitancillo;Fiebre, Tos seca;Clearwater, Estados Unidos;Confirmado;30/03/2020
Norman;Grijalva;20/07/1980;1905345372;Quetzaltenango;Almolonga;Fiebre, Cansancio, Escalofríos y dolores corporales;Rochester, Estados Unidos;Recuperado;5/04/2020
Teodomiro;Abrego;18/09/1990;20127676185;Suchitepéquez;San José El Ídolo;Fiebre, Cansancio, Escalofríos y dolores corporales;Tallahassee, Estados Unidos;Confirmado;8/05/2020
Felisa;Gil;27/07/1939;2165284479;Jalapa;San Manuel Chaparrón;Fiebre, Tos seca, Escalofríos y dolores corporales;Laspezia, Italia;Recuperado;25/03/2020
Dióscoro;Nieto;26/01/1998;2308979078;Chimaltenango;Patzún;Fiebre, Tos seca, Escalofríos y dolores corporales;Kansas City, Estados Unidos;Confirmado;25/03/2020
Martina;Concepción;1/10/1950;26773005193;Retalhuleu;Santa Cruz Muluá;Fiebre, Cansancio;San Juan, Costa Rica;Sospechoso;23/04/2020
Nayra;Altamirano;3/06/1961;2873732641;Totonicapán;Momostenango;Fiebre, Tos seca, Escalofríos y dolores corporales;Norfolk, Estados Unidos;Recuperado;27/04/2020
Vincent;Colón;3/01/1991;27606014151;Retalhuleu;Retalhuleu;Fiebre, Dificultad respiratoria;Kingsport, Estados Unidos;Confirmado;25/04/2020
Tobías;Muro;11/02/2007;21449432228;Santa Rosa;Cuilapa;Fiebre, Cansancio;Limón, Costa Rica;Sospechoso;18/03/2020
Giacometta;Avilés;5/06/1949;26151258212;Escuintla;Palín;Fiebre, Tos seca;Benito Juarez, Mexico;Confirmado;16/03/2020
Pía;Lira;23/05/1948;2997941627;Sololá;Sololá;Fiebre, Cansancio, Escalofríos y dolores corporales;San Agustín Acasaguastlán, Guatemala;Recuperado;5/04/2020
Valburga;Amaya;29/07/1944;2604666768;Sololá;Nahualá;Fiebre, Tos seca, Escalofríos y dolores corporales;Omaha, Estados Unidos;Confirmado;18/04/2020
Herodes;Olvera;15/07/1948;28984244202;Escuintla;Siquinalá;Fiebre, Dificultad respiratoria;San Manuel Chaparrón, Guatemala;Confirmado;18/03/2020
Rafel;Villanueva;15/02/1989;22816094228;Chiquimula;Ipala;Fiebre, Dificultad respiratoria;Veracruz, Panama;Recuperado;30/04/2020
Esmirna;Bernal;13/06/1989;2936579272;Sololá;Nahualá;Fiebre, Tos seca, Escalofríos y dolores corporales;Salt Lake City, Estados Unidos;Recuperado;30/04/2020
Angustias;Jiménez;5/12/1935;2261462411;Escuintla;Tiquisate;Fiebre, Tos seca;Van Nuys, Estados Unidos;Recuperado;6/04/2020
Hadwig;Serrato;18/01/1973;27352536175;San Marcos;Ayutla;Fiebre, Cansancio;Cleveland, Estados Unidos;Sospechoso;5/04/2020
Everardo;Lucio;12/06/1986;26179031136;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;El Cortezo, Panama;Sospechoso;11/04/2020
Bru;Baeza;30/11/1995;27096734119;San Marcos;Malacatán;Fiebre, Tos seca, Escalofríos y dolores corporales;Boston, Estados Unidos;Confirmado;28/03/2020
Cleo;Razo;1/08/2013;21592381173;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Charlotte, Estados Unidos;Confirmado;12/04/2020
Nazarena;Zarate;30/06/1968;2768279948;San Marcos;Ayutla;Fiebre, Tos seca;Wichita, Estados Unidos;Recuperado;28/03/2020
Connie;Miramontes;29/03/2004;2972307374;Chiquimula;Concepción Las Minas;Fiebre, Tos seca;Torino, Italia;Sospechoso;8/04/2020
Cripín;Linares;14/06/2017;2546497788;Totonicapán;Santa María Chiquimula;Fiebre, Tos seca;El Calvario, Mexico;Sospechoso;26/03/2020
Heráclito;Hernádez;27/05/1920;2853528091;Chiquimula;Jocotán;Fiebre, Dificultad respiratoria;Agalteca, Honduras;Sospechoso;8/05/2020
Tusnelda;Sevilla;24/07/1947;19163142110;Chiquimula;Ipala;Fiebre, Cansancio;Condega, Nicaragua;Sospechoso;12/04/2020
Elodia;Ballesteros;22/03/1953;22340533206;Guatemala;San Raymundo;Fiebre, Cansancio, Escalofríos y dolores corporales;El Coco, Panama;Sospechoso;25/03/2020
Aldino;Magana;15/02/1972;28574999224;Zacapa;Estanzuela;Fiebre, Tos seca;Grand Rapids, Estados Unidos;Confirmado;15/03/2020
Lanin;Posada;20/02/1944;24398820124;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;Las Vegas, Estados Unidos;Recuperado;5/05/2020
Clodovea;Mota;29/08/1965;20700554176;Sololá;Sololá;Fiebre, Tos seca, Escalofríos y dolores corporales;Cadiz, España;Sospechoso;21/03/2020
Milton;Segura;8/07/1993;2615289059;Petén;San Benito;Fiebre, Tos seca;Wilkes Barre, Estados Unidos;Confirmado;6/04/2020
Marceliana;Lucio;4/03/1986;2069316939;San Marcos;Malacatán;Fiebre, Cansancio, Escalofríos y dolores corporales;Baton Rouge, Estados Unidos;Confirmado;28/04/2020
Pegaso;Guajardo;16/09/1985;23295870127;Guatemala;Guatemala;Fiebre, Cansancio, Escalofríos y dolores corporales;San Pedro Zacapa, Honduras;Confirmado;8/05/2020
Danny;Morales;4/08/1964;29593592210;Guatemala;Mixco;Fiebre, Cansancio;Dulles, Estados Unidos;Recuperado;5/05/2020
Caitán;Covas;4/04/1924;1965361245;Escuintla;Palín;Fiebre, Cansancio, Escalofríos y dolores corporales;San Francisco, Mexico;Sospechoso;8/04/2020
Salvo;Bonilla;8/02/2001;20347202103;Baja Verapaz;Granados;Fiebre, Dificultad respiratoria;Dos Hermanas, España;Recuperado;14/04/2020
Yanquiman;Yáñez;7/12/2008;2399616459;Sololá;Panajachel;Fiebre, Tos seca, Escalofríos y dolores corporales;Charleston, Estados Unidos;Recuperado;4/04/2020
Purificación;Mascarenas;27/07/2000;2575734177;Guatemala;Villa Nueva;Fiebre, Tos seca, Escalofríos y dolores corporales;Leon, España;Recuperado;21/04/2020
Peggy;Ballesteros;3/02/1970;23908379176;Totonicapán;San Bartolo;Fiebre, Dificultad respiratoria;Cleveland, Estados Unidos;Sospechoso;21/04/2020
Llanque;Cordova;4/04/1953;2199264025;Izabal;El Estor;Fiebre, Tos seca, Escalofríos y dolores corporales;Emiliano Zapata, Mexico;Recuperado;14/04/2020
Nerina;Arévalo;30/12/1976;2404190575;Guatemala;Villa Nueva;Fiebre, Dificultad respiratoria;Juarez, Mexico;Recuperado;23/03/2020
Quiliano;Cabán;21/08/1995;23690325101;Quiché;Canillá;Fiebre, Tos seca;Greeley, Estados Unidos;Confirmado;14/03/2020
Pola;Ortiz;27/02/1973;27936453207;Guatemala;Guatemala;Fiebre, Cansancio;Youngstown, Estados Unidos;Recuperado;16/04/2020
Sadoc;Díaz;20/07/1977;20471331146;Sololá;Panajachel;Fiebre, Dificultad respiratoria;La Palma, Mexico;Confirmado;8/05/2020
Taciana;Montez;8/07/1952;27804639910;Izabal;Livingston;Fiebre, Tos seca;Pasaco, Guatemala;Confirmado;20/03/2020
Andrónico;Meraz;24/01/1935;27995013213;Quetzaltenango;San Carlos Sija;Fiebre, Tos seca;Milwaukee, Estados Unidos;Sospechoso;26/04/2020
Lourdes;Aguayo;24/10/1959;19537949111;El Progreso;Sanarate;Fiebre, Cansancio;Pamplona/Iruña, España;Confirmado;30/04/2020
Orangel;Segura;6/03/1959;2499177665;Baja Verapaz;Granados;Fiebre, Cansancio, Escalofríos y dolores corporales;Dayton, Estados Unidos;Recuperado;2/04/2020
Tatiana;Crespo;29/11/2008;22624036211;San Marcos;Ayutla;Fiebre, Dificultad respiratoria;Charlotte, Estados Unidos;Recuperado;1/04/2020
Fuencista;Narváez;23/10/1979;1938366448;Izabal;Livingston;Fiebre, Tos seca;Petrolera, Mexico;Confirmado;25/03/2020
Cerca;Olivas;16/04/2002;29908491111;Guatemala;Villa Nueva;Fiebre, Tos seca;Pamplona/Iruña, España;Recuperado;1/05/2020
Neri;Salinas;29/07/1984;25062699147;Guatemala;Guatemala;Fiebre, Tos seca;La Suiza, Costa Rica;Confirmado;7/04/2020
Yoav;Negrón;18/02/1956;20285770112;Quiché;Pachalum;Fiebre, Cansancio, Escalofríos y dolores corporales;Belén, Costa Rica;Sospechoso;8/05/2020
Eira;Callas;6/05/2000;2231710589;Jalapa;Jalapa;Fiebre, Dificultad respiratoria;Manuel Cavazos Lerma, Mexico;Recuperado;16/04/2020
Rocío;Briseño;4/04/2006;21256168185;Quetzaltenango;Salcajá;Fiebre, Cansancio, Escalofríos y dolores corporales;El Jícaro, Guatemala;Sospechoso;16/04/2020
Sylvia;Carranza;1/10/1943;20520470108;Huehuetenango;Ixtahuacán;Fiebre, Tos seca;La Jutosa, Honduras;Confirmado;28/03/2020
Salviano;Villareal;15/04/1998;2600493971;Guatemala;Mixco;Fiebre, Tos seca, Escalofríos y dolores corporales;Portland, Estados Unidos;Confirmado;11/04/2020
Erato;Nino;15/11/1997;2065303047; Quetzaltenango; Quetzaltenango;Fiebre, Cansancio;La Escondida, Mexico;Recuperado;4/04/2020
Nubar;Merino;9/10/2019;23256730182;Guatemala;Chinautla;Fiebre, Cansancio, Escalofríos y dolores corporales;Dolores, Nicaragua;Sospechoso;10/04/2020
Sharif;Pizarro;8/07/1990;26694246117; Quetzaltenango; San Carlos Sija;Fiebre, Tos seca;Tacoma, Estados Unidos;Confirmado;29/04/2020
Plinio;Blanco;21/06/1984;2297199385;Izabal;El Estor;Fiebre, Tos seca;Austin, Estados Unidos;Sospechoso;4/05/2020
Grisel;Puente;3/09/1988;2486088237;Jutiapa;El Adelanto;Fiebre, Tos seca, Escalofríos y dolores corporales;Yepocapa, Guatemala;Confirmado;7/05/2020
Milenka;Collado;24/02/2012;21680388161;Chiquimula;Chiquimula;Fiebre, Cansancio, Escalofríos y dolores corporales;Messina, Italia;Confirmado;15/03/2020
Edelmar;Treviño;14/10/1948;24201475112;Chimaltenango;Patzún;Fiebre, Tos seca;San Andrés Xecul, Guatemala;Sospechoso;30/03/2020
Sein;Nino;2/01/1951;2884138372;Izabal;Livingston;Fiebre, Cansancio, Escalofríos y dolores corporales;Corquín, Honduras;Sospechoso;20/04/2020
Hartman;Enríquez;14/08/2017;2909764912;Sololá;Sololá;Fiebre, Cansancio;Belén, Costa Rica;Confirmado;30/03/2020
Adalgisa;Alcalá;21/01/1960;2739485562;Huehuetenango;Santa Bárbara;Fiebre, Tos seca;Fernando Gutierrez Barrios, Mexico;Confirmado;22/03/2020
Jasón;Dávila;2/11/1934;21273972215;Sacatepéquez;Santa María de Jesús;Fiebre, Dificultad respiratoria;Almeria, España;Confirmado;19/03/2020
Harumi;Alva;26/07/1965;19040777136;Escuintla;Guaganazapa;Fiebre, Tos seca;San Benito, Guatemala;Recuperado;1/05/2020
Natan;Casillas;8/11/1929;27826305127;Escuintla;San José;Fiebre, Dificultad respiratoria;Gainesville, Estados Unidos;Confirmado;19/03/2020
Agatón;Lozano;27/10/1967;20310990179;Guatemala;Villa Nueva;Fiebre, Dificultad respiratoria;Pedregal, Panama;Sospechoso;15/03/2020
Basemat;Armendáriz;17/09/1925;255120601410;San Marcos;Comitancillo;Fiebre, Tos seca;Santo Tomas, Mexico;Recuperado;13/03/2020
Nathan;Quezada;30/01/1984;2302251597;Huehuetenango;Ixtahuacán;Fiebre, Tos seca, Escalofríos y dolores corporales;Washington, Estados Unidos;Recuperado;26/03/2020
Violeta;Lucero;25/08/2001;2167038268;Huehuetenango;Santa Bárbara;Fiebre, Dificultad respiratoria;Nueva Gorgona, Panama;Sospechoso;1/04/2020
Levi;Acuna;5/10/1951;22509464810;Sololá;Nahualá;Fiebre, Dificultad respiratoria;Memphis, Estados Unidos;Recuperado;18/03/2020
Gary;Corona;13/09/1978;2718599848;San Marcos;Catarina;Fiebre, Cansancio, Escalofríos y dolores corporales;Fort Worth, Estados Unidos;Confirmado;18/03/2020
Bonifaci;Alba;23/12/2010;2605141881;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;Dulce Nombre, Honduras;Sospechoso;25/03/2020
Hersilia;Guajardo;12/03/1957;2732366435;San Marcos;Comitancillo;Fiebre, Tos seca;La Cruz, Mexico;Sospechoso;27/04/2020
Sean;Soliz;13/11/1988;23520065227;Guatemala;Guatemala;Fiebre, Tos seca;San Antonio, Mexico;Sospechoso;30/03/2020
Evangeline;Carbajal;4/02/2012;28713101109;San Marcos;Comitancillo;Fiebre, Tos seca;Colorado Springs, Estados Unidos;Confirmado;13/03/2020
Pancracia;Valencia;24/07/1965;29436182111;San Marcos;San Marcos;Fiebre, Cansancio;San Rafael, Costa Rica;Confirmado;2/05/2020
Belona;Zúñiga;17/04/1978;25849508224; Quetzaltenango; Salcajá;Fiebre, Cansancio, Escalofríos y dolores corporales;Reading, Estados Unidos;Recuperado;21/03/2020
Eitan;Chavarría;9/02/2006;22017476111;Escuintla;Iztapa;Fiebre, Cansancio, Escalofríos y dolores corporales;Rafael Hernandez Ochoa, Mexico;Confirmado;13/04/2020
Nehueln;Candelaria;6/01/1984;198908261010;Retalhuleu;Champerico;Fiebre, Tos seca, Escalofríos y dolores corporales;Jardin, Mexico;Sospechoso;21/03/2020
Lucrecio;Linares;25/11/2016;2235979527;Quiché;Santa María Nebaj;Fiebre, Cansancio, Escalofríos y dolores corporales;La Soledad, Mexico;Recuperado;22/03/2020
Abram;Alfaro;14/01/1981;21106391225;Guatemala;Fraijanes;Fiebre, Tos seca;Palencia, España;Recuperado;30/03/2020
Rancul;Pelayo;9/10/1983;27433792203;Sololá;Sololá;Fiebre, Cansancio;Guadalupe, Mexico;Recuperado;13/04/2020
Fabiano;Trujillo;6/01/1935;2645388797;Escuintla;Nueva Concepción;Fiebre, Cansancio;Alajuela, Costa Rica;Sospechoso;22/04/2020
Aimon;Pichardo;16/10/1956;2786063576;Jutiapa;Comapa;Fiebre, Tos seca, Escalofríos y dolores corporales;San Miguel, Mexico;Recuperado;6/04/2020
Miren;Colunga;17/11/2011;29866133155;Quiché;Chicamán;Fiebre, Cansancio;Auas, Honduras;Sospechoso;8/04/2020
